COLDID	Annotator	OriginalID	Text	Q1	Q2	Q3	Q4
2064	A	M-8b	Swear this episode of South Park makes me think of gay twitter when a gay is quitting twitter Lmao 	N	N	Y	N
2064	D	M-8b	Swear this episode of South Park makes me think of gay twitter when a gay is quitting twitter Lmao 	N	N	Y	N
2064	E	M-8b	Swear this episode of South Park makes me think of gay twitter when a gay is quitting twitter Lmao 	Y	N	Y	N
2065	A	D-14	When I talk about those blacks, I really wasn't talking about you.	Y	N	Y	Y
2065	D	D-14	When I talk about those blacks, I really wasn't talking about you.	Y	N	Y	Y
2065	E	D-14	When I talk about those blacks, I really wasn't talking about you.	Y	N	N	Y
2066	A	WH-569878129772081000	@KellyTurner99 @brushyblues @buellerishere The rapist represent Islam because it's approved in the Quran and Hadiths, microbrain.	Y	N	Y	N
2066	C	WH-569878129772081000	@KellyTurner99 @brushyblues @buellerishere The rapist represent Islam because it's approved in the Quran and Hadiths, microbrain.	Y	N	N	N
2066	D	WH-569878129772081000	@KellyTurner99 @brushyblues @buellerishere The rapist represent Islam because it's approved in the Quran and Hadiths, microbrain.	Y	N	Y	Y
2067	A	M-9-F	No ma’am, I wil- I- I personally would not be voting for a female, I do not believe that position, my personal opinion, should be a female	N	N	Y	N
2067	B	M-9-F	No ma’am, I wil- I- I personally would not be voting for a female, I do not believe that position, my personal opinion, should be a female	Y	N	Y	N
2067	C	M-9-F	No ma’am, I wil- I- I personally would not be voting for a female, I do not believe that position, my personal opinion, should be a female	Y	N	Y	N
2068	C	WH-551769061055812000	@anjemchoudary Idiots like you making such declarations have no contact with reality. Islam is inhuman and must be outlawed.	Y	N	Y	N
2068	E	WH-551769061055812000	@anjemchoudary Idiots like you making such declarations have no contact with reality. Islam is inhuman and must be outlawed.	Y	N	N	N
2068	F	WH-551769061055812000	@anjemchoudary Idiots like you making such declarations have no contact with reality. Islam is inhuman and must be outlawed.	Y	N	N	Y
2069	C	D-4161	@Marlon_N_Gaines I am brown, while you are black and ignorant, your stupidity makes me sick	Y	N	Y	N
2069	E	D-4161	@Marlon_N_Gaines I am brown, while you are black and ignorant, your stupidity makes me sick	Y	N	N	N
2069	F	D-4161	@Marlon_N_Gaines I am brown, while you are black and ignorant, your stupidity makes me sick	N	N	N	Y
2070	B	WH-534507314053939000	@Vonta624 Look dude black women are beneath you on the shitty world white supremacist hierarchy maybe try solidarity	N	Y	N	N
2070	E	WH-534507314053939000	@Vonta624 Look dude black women are beneath you on the shitty world white supremacist hierarchy maybe try solidarity	Y	N	N	N
2070	F	WH-534507314053939000	@Vonta624 Look dude black women are beneath you on the shitty world white supremacist hierarchy maybe try solidarity	N	N	N	N
2071	A	WH-540293749470155000	RT @BernardHayman: @theshrillest Like, yeah, I'm fucking proud to be out here doing whatever I can for my people. But you know would be nicâ€¦	N	Y	N	N
2071	D	WH-540293749470155000	RT @BernardHayman: @theshrillest Like, yeah, I'm fucking proud to be out here doing whatever I can for my people. But you know would be nicâ€¦	N	N	N	N
2071	E	WH-540293749470155000	RT @BernardHayman: @theshrillest Like, yeah, I'm fucking proud to be out here doing whatever I can for my people. But you know would be nicâ€¦	N	Y	N	N
2072	B	WH-556874402403746000	RT @BlackGirlDanger: Re LRT: If you're a cishetdude ask yourself this question today: "what if I just shut the fuck up?"	Y	Y	N	Y
2072	E	WH-556874402403746000	RT @BlackGirlDanger: Re LRT: If you're a cishetdude ask yourself this question today: "what if I just shut the fuck up?"	Y	N	Y	N
2072	F	WH-556874402403746000	RT @BlackGirlDanger: Re LRT: If you're a cishetdude ask yourself this question today: "what if I just shut the fuck up?"	Y	N	N	N
2073	D	WH-471667353436951000	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	N
2073	E	WH-471667353436951000	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	N
2073	F	WH-471667353436951000	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	Y
2074	A	WH-437737798808773000	RT @David_Ihlan: Hearing these girls in my class talk about cars is some of the lowest IQ discussion I've ever heard. #NotSexist #JustAnObsâ€¦	Y	N	N	N
2074	C	WH-437737798808773000	RT @David_Ihlan: Hearing these girls in my class talk about cars is some of the lowest IQ discussion I've ever heard. #NotSexist #JustAnObsâ€¦	Y	N	N	N
2074	E	WH-437737798808773000	RT @David_Ihlan: Hearing these girls in my class talk about cars is some of the lowest IQ discussion I've ever heard. #NotSexist #JustAnObsâ€¦	N	N	N	N
2075	B	WH-504781276436759000	RT @djolder: And still you call us "minorities." You make no sense. RT @TheAtlantic: This fall, minorities will outnumber white students inâ€¦	N	N	Y	N
2075	E	WH-504781276436759000	RT @djolder: And still you call us "minorities." You make no sense. RT @TheAtlantic: This fall, minorities will outnumber white students inâ€¦	Y	N	Y	N
2075	F	WH-504781276436759000	RT @djolder: And still you call us "minorities." You make no sense. RT @TheAtlantic: This fall, minorities will outnumber white students inâ€¦	N	N	Y	N
2076	C	WH-540890103603032000	RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run â€¦	Y	N	N	N
2076	E	WH-540890103603032000	RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run â€¦	Y	N	N	N
2076	F	WH-540890103603032000	RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run â€¦	Y	N	N	Y
2077	B	WH-395011348762866000	RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality acrossâ€¦	N	N	N	N
2077	E	WH-395011348762866000	RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality acrossâ€¦	N	N	N	N
2077	F	WH-395011348762866000	RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality acrossâ€¦	N	N	N	N
2078	D	WH-509079978034881000	RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers.	Y	N	N	Y
2078	E	WH-509079978034881000	RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers.	N	N	N	N
2078	F	WH-509079978034881000	RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers.	Y	N	N	Y
2079	C	D-4906	SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	Y	N	N
2079	E	D-4906	SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it.They love stupid people	Y	N	N	N
2079	F	D-4906	SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	Y	N	Y
2080	A	D-0	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...	N	N	N	N
2080	B	D-0	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...	Y	N	Y	N
2080	C	D-0	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...	N	N	N	N
2081	A	D-10729	I hate fat bitches	N	Y	Y	N
2081	B	D-10729	I hate fat bitches	Y	Y	N	N
2081	C	D-10729	I hate fat bitches	Y	Y	N	N
2082	A	D-116	"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started	N	N	N	N
2082	B	D-116	"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started	N	N	N	N
2082	C	D-116	"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started	N	Y	N	N
2083	A	D-119	"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."	N	N	N	N
2083	B	D-119	"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."	N	N	N	N
2083	C	D-119	"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."	N	N	N	N
2084	A	D-121	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;    They *are* fairy tale creatures.	N	N	N	N
2084	B	D-121	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;    They *are* fairy tale creatures.	N	N	N	N
2084	C	D-121	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;    They *are* fairy tale creatures.	N	N	N	N
2085	A	D-123	"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha	N	N	N	N
2085	B	D-123	"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha	N	N	N	N
2085	C	D-123	"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha	N	N	N	N
2086	A	D-1248	&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch	Y	Y	Y	N
2086	B	D-1248	&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch	N	Y	N	N
2086	C	D-1248	&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch	Y	Y	N	Y?
2087	A	D-125	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup	N	Y	N	N
2087	B	D-125	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup	Y	N	N	N
2087	C	D-125	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup	N	N	N	N
2088	A	D-1250	&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;    https://t.co/hiMKk7fYxB&#8221;&#128557;	N	Y	Y	N
2088	B	D-1250	&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;    https://t.co/hiMKk7fYxB&#8221;&#128557;	Y	Y	N	N
2088	C	D-1250	&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;    https://t.co/hiMKk7fYxB&#8221;&#128557;	N	Y	N	N
2089	A	D-1252	&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh	N	Y	Y	N
2089	B	D-1252	&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh	N	Y	N	N
2089	C	D-1252	&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh	N	Y	N	N
2090	A	D-1256	&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;	Y	Y	Y	N
2090	B	D-1256	&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;	Y	Y	N	N
2090	C	D-1256	&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;	Y	Y	N	N
2091	A	D-1257	&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too	Y	Y	Y	Y
2091	B	D-1257	&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too	Y	Y	N	N
2091	C	D-1257	&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too	Y	Y	N	N
2092	A	D-1258	&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad	N	Y	Y	N
2092	B	D-1258	&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad	Y	Y	N	N
2092	C	D-1258	&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad	N	Y	N	N
2093	A	D-1259	&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;	Y	Y	N	N
2093	B	D-1259	&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;	N	Y	N	N
2093	C	D-1259	&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;	N	Y	N	N
2094	A	D-1260	&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty	N	Y	Y	N
2094	B	D-1260	&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty	Y	Y	N	N
2094	C	D-1260	&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty	N	Y	N	N
